user_id,age_group,gender,location,signup_date,preferred_genres,activity_level,subscription_type
user_000031,25-34,F,JP,2025-06-16,"[""Thriller"", ""Comedy"", ""Drama"", ""Western"", ""Family"", ""Romance""]",low,premium
user_000032,25-34,F,DE,2025-01-25,"[""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000033,55-64,M,US,2025-12-11,"[""Mystery"", ""Action"", ""Thriller"", ""Crime"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",low,free
user_000034,45-54,M,CA,2024-10-02,"[""Mystery"", ""Action"", ""Thriller"", ""Crime"", ""Documentary"", ""Music"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",low,free
user_000035,25-34,F,US,2025-02-06,"[""Thriller"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",high,free
user_000036,25-34,M,IN,2025-08-28,"[""Action"", ""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""Romance""]",high,free
user_000037,45-54,F,AU,2025-03-27,"[""Mystery"", ""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000038,18-24,F,IN,2025-09-20,"[""Action"", ""Thriller"", ""Comedy"", ""Fantasy"", ""Drama"", ""Science Fiction"", ""Western"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000039,25-34,F,KR,2025-02-25,"[""Mystery"", ""Thriller"", ""History"", ""Comedy"", ""Drama"", ""Western"", ""Family"", ""Romance""]",high,premium
user_000040,45-54,M,US,2025-05-29,"[""Mystery"", ""Action"", ""Thriller"", ""Crime"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",high,free
user_000041,18-24,M,DE,2024-02-02,"[""Action"", ""Thriller"", ""Comedy"", ""Music"", ""War"", ""Science Fiction"", ""Horror""]",low,free
user_000042,35-44,F,DE,2024-06-14,"[""Action"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",low,premium
user_000043,25-34,M,FR,2024-07-29,"[""Action"", ""Thriller"", ""Crime"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",medium,premium
user_000044,45-54,F,US,2024-02-27,"[""Mystery"", ""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",medium,free
user_000045,25-34,Other,US,2024-06-18,"[""Thriller"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Horror"", ""Romance""]",high,free
user_000046,55-64,F,AU,2024-03-13,"[""Mystery"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000047,45-54,M,US,2024-07-21,"[""Mystery"", ""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Family"", ""History""]",medium,free
user_000048,65+,F,IN,2025-04-08,"[""History"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Adventure"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000049,65+,M,BR,2024-09-22,"[""Mystery"", ""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",high,premium
user_000050,25-34,M,KR,2024-09-26,"[""Action"", ""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""Romance""]",medium,free
user_000051,35-44,F,FR,2024-06-01,"[""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Adventure"", ""Family"", ""Romance""]",medium,free
user_000052,45-54,Other,US,2024-07-13,"[""Mystery"", ""Animation"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",medium,premium
user_000053,45-54,F,FR,2025-11-14,"[""Mystery"", ""Crime"", ""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000054,55-64,F,KR,2025-04-17,"[""Mystery"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",high,free
user_000055,35-44,F,DE,2025-03-20,"[""Action"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Horror"", ""Family"", ""Romance""]",medium,premium
user_000056,55-64,M,US,2024-05-04,"[""Mystery"", ""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""History""]",low,free
user_000057,18-24,M,CA,2025-06-15,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Horror""]",low,free
user_000058,18-24,M,JP,2024-04-28,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""War"", ""Science Fiction"", ""Horror""]",medium,free
user_000059,35-44,F,US,2024-10-03,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Western"", ""Adventure"", ""Family"", ""Romance""]",medium,free
user_000060,18-24,F,CA,2025-12-23,"[""Action"", ""Thriller"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",medium,premium
user_000061,65+,F,US,2025-04-11,"[""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000062,35-44,M,US,2025-02-10,"[""Mystery"", ""Action"", ""Thriller"", ""Romance"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",high,premium
user_000063,45-54,M,US,2025-05-14,"[""Mystery"", ""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""History""]",low,free
user_000064,35-44,F,DE,2025-09-07,"[""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",low,premium
user_000065,45-54,F,DE,2025-07-20,"[""Mystery"", ""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Fantasy"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000066,25-34,F,US,2024-06-15,"[""Thriller"", ""Comedy"", ""Fantasy"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",low,free
user_000067,18-24,F,FR,2024-01-23,"[""Mystery"", ""Action"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000068,35-44,M,US,2024-08-17,"[""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,free
user_000069,45-54,F,US,2024-07-13,"[""Mystery"", ""Action"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Family"", ""Romance""]",medium,free
user_000070,35-44,F,DE,2024-06-02,"[""Crime"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Western"", ""Family"", ""Romance""]",low,free
user_000071,45-54,M,AU,2025-11-19,"[""Mystery"", ""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",high,free
user_000072,25-34,F,UK,2025-10-01,"[""Action"", ""Thriller"", ""Crime"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",medium,premium
user_000073,25-34,Other,IN,2024-08-17,"[""Action"", ""Thriller"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""Romance""]",low,free
user_000074,18-24,M,US,2025-04-23,"[""Action"", ""Thriller"", ""Animation"", ""Comedy"", ""Music"", ""War"", ""Science Fiction"", ""Horror""]",medium,free
user_000075,25-34,F,US,2024-10-15,"[""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",high,free
user_000076,18-24,F,DE,2025-10-29,"[""Mystery"", ""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",high,premium
user_000077,55-64,M,US,2024-11-30,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""History""]",medium,premium
user_000078,65+,M,US,2024-07-11,"[""Mystery"", ""Action"", ""Thriller"", ""Crime"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Family"", ""History""]",medium,free
user_000079,65+,F,UK,2024-06-28,"[""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",medium,premium
user_000080,18-24,F,CA,2025-02-13,"[""Action"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Western"", ""Horror"", ""Family"", ""Romance""]",high,free
user_000081,55-64,M,US,2024-07-10,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""History""]",high,free
user_000082,25-34,F,BR,2025-03-02,"[""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000083,35-44,M,US,2025-10-17,"[""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,premium
user_000084,55-64,F,US,2024-10-17,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000085,35-44,M,KR,2024-06-08,"[""Action"", ""Thriller"", ""Animation"", ""Crime"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Family"", ""History""]",medium,free
user_000086,18-24,F,DE,2025-12-29,"[""Action"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",low,free
user_000087,45-54,M,JP,2025-01-06,"[""Mystery"", ""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""History""]",medium,free
user_000088,18-24,Other,US,2024-03-06,"[""Action"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Horror"", ""History""]",medium,premium
user_000089,65+,Other,JP,2024-02-03,"[""Animation"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Adventure"", ""Family"", ""History""]",medium,free
user_000090,55-64,F,UK,2024-03-20,"[""Mystery"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",high,free
user_000091,35-44,M,UK,2025-04-02,"[""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",low,free
user_000092,18-24,F,FR,2025-08-01,"[""Action"", ""Animation"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",medium,premium
user_000093,25-34,M,KR,2024-11-03,"[""Action"", ""Thriller"", ""Crime"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",low,premium
user_000094,18-24,Other,US,2024-02-15,"[""Action"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Western"", ""Horror"", ""Romance""]",high,free
user_000095,65+,M,AU,2024-10-04,"[""Action"", ""Thriller"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",high,free
user_000096,45-54,F,UK,2025-12-28,"[""Mystery"", ""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000097,65+,M,US,2025-01-20,"[""Action"", ""Thriller"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Family"", ""History""]",high,premium
user_000098,35-44,F,US,2025-12-09,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Family"", ""Romance""]",low,free
user_000099,25-34,F,US,2025-09-20,"[""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Western"", ""Family"", ""Romance""]",high,premium
user_000100,45-54,F,US,2024-01-08,"[""Mystery"", ""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Western"", ""Family"", ""Romance""]",high,free
user_000101,25-34,F,JP,2025-06-09,"[""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",high,premium
user_000102,45-54,M,IN,2025-05-12,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""History""]",high,free
user_000103,18-24,M,JP,2025-01-26,"[""Action"", ""Thriller"", ""Comedy"", ""Music"", ""War"", ""Science Fiction"", ""Western"", ""Adventure"", ""Horror""]",high,free
user_000104,35-44,M,BR,2024-07-13,"[""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Horror"", ""Family"", ""History""]",high,premium
user_000105,35-44,M,US,2025-04-12,"[""Mystery"", ""Action"", ""Thriller"", ""Romance"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",low,premium
user_000106,55-64,Other,BR,2024-03-21,"[""Mystery"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""History""]",medium,premium
user_000107,65+,F,US,2024-11-12,"[""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000108,65+,F,US,2024-11-26,"[""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000109,25-34,M,DE,2025-11-27,"[""Action"", ""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Romance""]",medium,premium
user_000110,35-44,F,AU,2025-10-01,"[""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Family"", ""Romance""]",medium,premium
user_000111,35-44,M,US,2024-07-10,"[""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Family"", ""History""]",medium,free
user_000112,45-54,M,US,2024-12-30,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""History""]",low,free
user_000113,35-44,M,UK,2024-05-09,"[""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Family"", ""History""]",high,free
user_000114,35-44,F,US,2025-10-28,"[""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Western"", ""Family"", ""Romance""]",medium,premium
user_000115,65+,M,IN,2025-09-27,"[""Action"", ""Thriller"", ""Crime"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,free
user_000116,35-44,Other,UK,2024-08-05,"[""Animation"", ""Comedy"", ""Documentary"", ""Music"", ""Fantasy"", ""Drama"", ""Western"", ""Family"", ""History""]",medium,free
user_000117,25-34,M,US,2025-04-11,"[""Action"", ""Thriller"", ""Crime"", ""History"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",low,free
user_000118,18-24,F,US,2025-03-20,"[""Mystery"", ""Action"", ""Comedy"", ""Fantasy"", ""Drama"", ""Science Fiction"", ""Western"", ""Horror"", ""Family"", ""Romance""]",medium,premium
user_000119,35-44,F,US,2024-04-20,"[""Action"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",low,free
user_000120,25-34,M,US,2025-07-10,"[""Mystery"", ""Action"", ""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Romance""]",low,free
user_000121,35-44,M,US,2025-01-28,"[""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,free
user_000122,18-24,F,DE,2025-07-22,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",low,premium
user_000123,65+,M,US,2025-01-21,"[""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Family"", ""History""]",high,premium
user_000124,25-34,M,US,2023-12-31,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",medium,free
user_000125,25-34,M,FR,2024-08-23,"[""Action"", ""Thriller"", ""Crime"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""Romance""]",low,free
user_000126,45-54,F,CA,2024-01-14,"[""Mystery"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000127,35-44,F,US,2025-11-09,"[""Action"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""Romance""]",low,free
user_000128,18-24,M,US,2025-10-03,"[""Action"", ""Thriller"", ""Animation"", ""Comedy"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Horror""]",medium,free
user_000129,55-64,F,DE,2025-08-29,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000130,18-24,F,AU,2024-08-11,"[""Action"", ""Animation"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000131,18-24,M,US,2024-02-11,"[""Action"", ""Thriller"", ""Crime"", ""Comedy"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Horror""]",medium,free
user_000132,25-34,Other,DE,2025-10-02,"[""Thriller"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",low,free
user_000133,25-34,M,US,2025-11-22,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""Romance""]",low,free
user_000134,25-34,F,US,2024-03-02,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000135,65+,M,US,2024-12-20,"[""Action"", ""Thriller"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",high,premium
user_000136,55-64,M,US,2024-02-19,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Adventure"", ""History""]",medium,premium
user_000137,35-44,F,US,2025-07-09,"[""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Family"", ""Romance""]",medium,free
user_000138,25-34,M,CA,2025-07-12,"[""Action"", ""Thriller"", ""Crime"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Romance""]",low,free
user_000139,45-54,M,AU,2024-04-02,"[""Mystery"", ""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Horror"", ""History""]",low,free
user_000140,35-44,M,US,2024-12-12,"[""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",low,free
user_000141,65+,M,JP,2025-02-04,"[""Action"", ""Thriller"", ""Romance"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Family"", ""History""]",low,free
user_000142,55-64,F,UK,2024-07-11,"[""Mystery"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Family"", ""Romance""]",medium,free
user_000143,65+,F,BR,2025-09-28,"[""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Family"", ""Romance""]",low,premium
user_000144,65+,M,US,2024-11-04,"[""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Family"", ""History""]",medium,free
user_000145,55-64,M,JP,2024-06-02,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""History""]",low,free
user_000146,25-34,F,DE,2025-01-28,"[""Thriller"", ""Crime"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",medium,free
user_000147,55-64,M,JP,2025-06-16,"[""Mystery"", ""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",medium,free
user_000148,35-44,M,FR,2024-05-26,"[""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,free
user_000149,55-64,M,CA,2024-08-14,"[""Mystery"", ""Action"", ""Thriller"", ""Crime"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""History""]",high,free
user_000150,18-24,F,DE,2025-12-27,"[""Action"", ""Comedy"", ""Music"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000151,55-64,F,CA,2025-04-19,"[""Mystery"", ""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",high,premium
user_000152,25-34,M,US,2024-11-15,"[""Action"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",medium,free
user_000153,35-44,F,KR,2025-01-12,"[""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",medium,premium
